2026-03-28 21:08:11,270 | pddl_planner.planner | DEBUG | Building SSA for predicate: the agent is holding any objects
2026-03-28 21:08:24,085 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,085 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,085 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,086 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,086 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,088 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,088 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,088 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,088 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,088 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,088 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,090 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,090 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,090 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,090 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,090 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,090 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,092 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,092 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,092 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,092 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,092 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,092 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,097 | pddl_planner.planner | INFO | Predicate "?V40 is on top of red" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:24,097 | pddl_planner.llm | INFO | Checking entailment for "?V40 is on top of red"
2026-03-28 21:08:24,098 | pddl_planner.llm | DEBUG | Substitution: {?b2: red, ?b1: ?V40} between "is on top of(?V40, red)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:24,098 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:24,098 | pddl_planner.llm | DEBUG | Permutation: (red, ?V40) for keys [?b2, ?b1]
2026-03-28 21:08:24,098 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "?V40 is on top of red" vs "block ?V40 is directly above block red"
2026-03-28 21:08:24,098 | pddl_planner.llm | INFO | Entailment vote: "?V40 is on top of red" entailed by "block ?V40 is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,098 | pddl_planner.llm | INFO | Entailment found: "is on top of(?V40, red)" -> "block  is directly above block"
2026-03-28 21:08:24,116 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,117 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,117 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,117 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,117 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,117 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,117 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,117 | pddl_planner.llm | DEBUG | Substitution: {?V40: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V40)"
2026-03-28 21:08:24,117 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V40]
2026-03-28 21:08:24,118 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,118 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,118 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,119 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,119 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,119 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,119 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,119 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,119 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,120 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,120 | pddl_planner.llm | DEBUG | Substitution: {?V40: red, ?V58: orange} between "is on top of(orange, red)" and "block  is directly above block(?V58, ?V40)"
2026-03-28 21:08:24,120 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?V40, ?V58]
2026-03-28 21:08:24,120 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [?V40, ?V58]
2026-03-28 21:08:24,120 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,120 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,120 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,121 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,122 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,122 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,122 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,122 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,122 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,122 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,122 | pddl_planner.llm | DEBUG | Substitution: {?V59: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V59)"
2026-03-28 21:08:24,122 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V59]
2026-03-28 21:08:24,122 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,122 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,122 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,124 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,124 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,124 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,124 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,124 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,124 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,126 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,126 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,126 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,126 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,126 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,126 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,127 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:24,127 | pddl_planner.llm | DEBUG | Substitution: {?V40: orange} between "is on top of(orange, red)" and "block  is directly above block(?V40, red)"
2026-03-28 21:08:24,127 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V40]
2026-03-28 21:08:24,128 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:24,128 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:24,128 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:24,138 | pddl_planner.planner | INFO | Depth 2/4 [##########----------] | 12.81s elapsed | 8 nodes in frontier
2026-03-28 21:08:24,139 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V41" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:24,139 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V41"
2026-03-28 21:08:24,139 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V41, ?b1: orange} between "is on top of(orange, ?V41)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:24,139 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:24,139 | pddl_planner.llm | DEBUG | Permutation: (orange, ?V41) for keys [?b2, ?b1]
2026-03-28 21:08:24,140 | pddl_planner.llm | DEBUG | Querying LLM for 5 additional samples
2026-03-28 21:08:25,375 | pddl_planner.llm | DEBUG | API call completed in 1.235s (model=gpt-5.4-mini)
2026-03-28 21:08:26,188 | pddl_planner.llm | DEBUG | API call completed in 0.812s (model=gpt-5.4-mini)
2026-03-28 21:08:27,262 | pddl_planner.llm | DEBUG | API call completed in 1.073s (model=gpt-5.4-mini)
2026-03-28 21:08:27,925 | pddl_planner.llm | DEBUG | API call completed in 0.662s (model=gpt-5.4-mini)
2026-03-28 21:08:28,568 | pddl_planner.llm | DEBUG | API call completed in 0.643s (model=gpt-5.4-mini)
2026-03-28 21:08:28,569 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block ?V41 is directly above block orange"? 0/5 yes ([False, False, False, False, False])
2026-03-28 21:08:28,569 | pddl_planner.llm | DEBUG | Permutation: (?V41, orange) for keys [?b2, ?b1]
2026-03-28 21:08:28,569 | pddl_planner.llm | DEBUG | Querying LLM for 5 additional samples
2026-03-28 21:08:29,230 | pddl_planner.llm | DEBUG | API call completed in 0.660s (model=gpt-5.4-mini)
2026-03-28 21:08:30,663 | pddl_planner.llm | DEBUG | API call completed in 1.433s (model=gpt-5.4-mini)
2026-03-28 21:08:31,427 | pddl_planner.llm | DEBUG | API call completed in 0.762s (model=gpt-5.4-mini)
2026-03-28 21:08:32,169 | pddl_planner.llm | DEBUG | API call completed in 0.741s (model=gpt-5.4-mini)
2026-03-28 21:08:32,791 | pddl_planner.llm | DEBUG | API call completed in 0.621s (model=gpt-5.4-mini)
2026-03-28 21:08:32,792 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V41" entailed by "block orange is directly above block ?V41"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:32,792 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V41)" -> "block  is directly above block"
2026-03-28 21:08:32,803 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:32,803 | pddl_planner.llm | DEBUG | Substitution: {?V41: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V41)"
2026-03-28 21:08:32,803 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V41]
2026-03-28 21:08:32,803 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:32,803 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
